ComponentEventTemplate	Label	Count
MDT <*> : CP %IFMGR-5-OSTATE_DN : Changed interface state to down : <*> <*>	-	34083
postfix/cleanup 26AF6AC4074 : message-id = <20060506102907.26AF6AC4074@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0xbe4d	-	1
kernel MOSAL(1) : file_pgoff = 0x13ae1	-	27
postfix/cleanup 62A46AC4073 : message-id = <20060323221927.62A46AC4073@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1da82	-	1
kernel MOSAL(1) : file_pgoff = 0xb654	-	1
kernel MOSAL(1) : file_pgoff = 0x98a0	-	218
kernel MOSAL(1) : file_pgoff = 0xdc5a	-	2
postfix/cleanup 5B052F200A7 : message-id = <20060710035247.5B052F200A7@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d839	-	46
kernel <ffffffff80132fa7>{__wake_up_common+67} <ffffffff80132f56>{default_wake_function+0}	-	2
postfix/cleanup 23598F2009C : message-id = <20060627090245.23598F2009C@#56#.#207#>	-	1
postfix/cleanup 1E62F15CD3F : message-id = <20060614100240.1E62F15CD3F@#2408#>	-	1
postfix/cleanup 7A635864ABE : message-id = <20060418232503.7A635864ABE@#56#.#207#>	-	1
login FAILED LOGIN <*> FROM (null) FOR , Authentication failure	-	3
xinetd Reconfigured : new = <*> old = <*> dropped = <*> (services)	-	2
postfix/cleanup 19F47518971 : message-id = <20060227235859.19F47518971@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x84b4	-	1
kernel MOSAL(1) : file_pgoff = 0x9c6d	-	3
postfix/cleanup 230A57EC4F : message-id = <20060119110210.230A57EC4F@#1694#>	-	1
kernel <*> <*> RNG not detected	-	1199
kernel MOSAL(1) : file_pgoff = 0x1f78a	-	4
kernel MOSAL(1) : file_pgoff = 0x1a723	-	2
kernel MOSAL(1) : file_pgoff = 0xa173	-	2
pciehp acpi_pciehprm : <*> OSHP fails = 0x5	-	45
kernel MOSAL(1) : file_pgoff = 0xb711	-	1
postfix/cleanup 70C8EF20132 : message-id = <20060428071902.70C8EF20132@#56#.#207#>	-	1
postfix/cleanup A787C780076 : message-id = <20060530100343.A152E780092@#819#>	-	1
postfix/cleanup 9C476518B43 : message-id = <20051112161508.9C476518B43@tbird-#206#>	-	1
ide4 Wait for ready failed before probe !	-	4
kernel MOSAL(1) : file_pgoff = 0x5d67	-	2
ib_sm [ib_sm_bringup.c : 516] : Active port(s) now in INIT state node = <*> : <*> : ad : <*> : <*> : <*> : <*> : <*> , port = <*> , state = <*> , neighbor node = <*> : <*> : ad : <*> : <*> : <*> : <*> : <*> , port = <*> , state = <*>	-	25
postfix/cleanup C08AAF20131 : message-id = <20060626121249.C08AAF20131@#56#.#207#>	-	1
RT RTx : : AssetTracker : : Asset = <*> tried to load a bogus asset named : <*> (/opt/rt3/local/lib/RTx/AssetTracker/Asset_Overlay.pm : 235)	-	734
postfix/cleanup 384F5AC4073 : message-id = <20060403070251.384F5AC4073@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1fc28	-	47
kernel MOSAL(1) : file_pgoff = 0xcafd	-	2
kernel MOSAL(1) : file_pgoff = 0x869c	-	1
kernel Node <*> Normal free : 153648kB min : 2696kB low : 5392kB high : 8088kB active : 14988kB inactive : 2508kB present : 7323648kB pagepty	-	1
postfix/cleanup 73940F200A6 : message-id = <20060502032548.73940F200A6@#56#.#207#>	-	1
ib_sm [INFO] : Master SM DB synchronized with all designated backup SMs	-	222
sshd <*> : TGT verified using key for <*>	-	448
kernel MOSAL(1) : file_pgoff = 0x11ef0	-	1
kernel pan_ips : error -- IPS command timeout command timed out expire_time = <*> : <*> now = <*> : <*> lifetime = <*> : <*> grace_timeouts = <*> cd = <*> session = <*> (connection info not avail 0x23a5 (pan_sock : socket not connected)) id = <*> : <*> : <*>	-	37054
postfix/cleanup 037D2F200A2 : message-id = <20060707214245.037D2F200A2@#56#.#207#>	-	1
postfix/cleanup 3898E518AA2 : message-id = <20060331065507.3898E518AA2@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d702	-	8
kernel MOSAL(1) : file_pgoff = 0xb15a	-	1
sendmail <*> : <*> : fl = 0x2 , mode = <*> : SOCK localhost->[[UNIX : /dev/log]]	-	7
postfix/cleanup 2FFD5518A97 : message-id = <20060419030909.2FFD5518A97@tbird-#206#>	-	1
postfix/cleanup 345C1518A49 : message-id = <20060330190124.345C1518A49@tbird-#206#>	-	1
kernel <ffffffff802c9f4d>{tcp_sendmsg+363} <ffffffff80131261>{task_rq_lock+59}	-	2
kernel pan_common : init complete	-	4529
kernel MOSAL(1) : file_pgoff = 0x118c0	-	1
postfix/cleanup 86E16864ABF : message-id = <20060418145755.86E16864ABF@#56#.#207#>	-	1
chsh <*> : validating credentials	-	1
chassis_mgr.x [INFO] : resume watchd pulse monitoring.	-	22
rhnsd Red Hat Network Services Daemon starting up.	-	1
sendmail <*> : SYSERR(root) : queueup : cannot create queue file <*> , euid = <*> , fd = -1 , fp = 0x0 : No space left on device	-	2
kernel IRQ9 -> <*> : <*>	-	1
slot106:10.100.253.132 cme Response : Bad reads #15# be ignored	-	1
kernel MOSAL(1) : file_pgoff = 0xaaee	-	1
rpc.statd <*> open <*> : Permission denied	-	21
postfix/cleanup 210F13B800B : message-id = <20060520000000.1DCAB3B8003@tbird-#2652#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d517	-	5
kernel MOSAL(1) : file_pgoff = 0x2d6cf	-	5
postfix/cleanup 4A0965181D1 : message-id = <20060120110346.4A0965181D1@tbird-#206#>	-	1
postfix/cleanup 9B7355181D1 : message-id = <20060120142007.9B7355181D1@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x13b7e	-	3
ib_sm.x [INFO] : SM Role selection result : MASTER	-	68
kernel MOSAL(1) : file_pgoff = 0xdd06	-	2
postfix/cleanup 46C89F2009E : message-id = <20060419172804.46C89F2009E@#56#.#207#>	-	1
postfix/cleanup 465407F416F : message-id = <rt-3.4.5-31320-1149895639-867.5-3-#2556#@#207#>	-	1
postfix/cleanup CA5CFF20132 : message-id = <20060428095802.CA5CFF20132@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1a894	-	16
-- #26# <*> : banner : Kerberos <*>	-	1
kernel MOSAL(1) : file_pgoff = 0x10b1c	-	1
kernel MOSAL(1) : file_pgoff = 0xaf4f	-	1
RT Test3 (/opt/rt3/lib/RT.pm : 302)	-	1
postfix/cleanup 256EBAC411A : message-id = <20060516041523.256EBAC411A@tbird-#2124#>	-	1
kernel VIPKL(1) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_l40	-	1
kernel MOSAL(1) : file_pgoff = 0x1f1ae	-	1
postfix/cleanup 61240AC407A : message-id = <20060406060657.61240AC407A@tbird-#2124#>	-	1
kernel Console : colour VGA+ 80x25	-	4176
ib_sm [ib_sm_sweep.c : 144] : A new IB node <*> : <*> : 6a : <*> : <*> : <*> : <*> : df was discovered and assigned LID <*>	-	2
kernel MOSAL(1) : file_pgoff = 0x1a3e2	-	1
postfix/cleanup 6FDA0F200A3 : message-id = <20060704172816.6FDA0F200A3@#56#.#207#>	-	1
kernel sam raid obsd error on write : local_status 0x0 (Success) , obsd_error 0x63c (OBSD : Capability version does not match) virtual object <*> index <*> , stor_op <*> , component device <*>	-	135
kernel MOSAL(1) : file_pgoff = 0xf7f6	-	1
postfix/cleanup 3E4D2F200A0 : message-id = <20060411075803.3E4D2F200A0@#56#.#207#>	-	1
postfix/cleanup 2BFB5AC4078 : message-id = <20060708144903.2BFB5AC4078@tbird-#2124#>	-	1
kernel pan_ips : error -- worker initiator read callback , 0x7 (Invalid argument) , err_loc = <*> , rhel_4_amd64/release/build/panfs/ips/pan_ips_worker.c : <*>	-	9
kernel MOSAL(1) : file_pgoff = 0x2d3f7	-	8
kernel MOSAL(1) : file_pgoff = 0xb447 = 0xcef9	-	1
kernel MOSAL(1) : file_pgoff = 0xc8a2	-	1
dhcpd DHCPDISCOVER from <*> : <*> : <*> : <*> : <*> <*> ac via eth1 : network <*> : no free leases	-	353
postfix/cleanup 4C7A5864ABE : message-id = <20060703230258.4C7A5864ABE@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1a1be	-	2
kernel MOSAL(1) : file_pgoff = 0x2d339	-	3
postfix/cleanup 155CC2C015 : message-id = <20060119110211.155CC2C015@#1719#>	-	1
postfix/cleanup E66EB3B800B : message-id = <20060510173600.E33A03B8003@tbird-#2652#>	-	1
kernel MOSAL(1) : file_pgoff = 0x7b43	-	1
ib_mgr.x [CONF] : [super] : config no ib sm subnet-prefix fe : <*> : <*> : <*> : <*> : <*> : <*> : <*>	-	69
postfix/cleanup 556C7F200A8 : message-id = <20060710081745.556C7F200A8@#56#.#207#>	-	1
postfix/cleanup A5153F20133 : message-id = <20060630120325.A5153F20133@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xd3fd	-	1
kernel <ffffffff8013f56b>{process_timeout+0} <ffffffff80188c9b>{do_select+939}	-	1
postfix/cleanup 2D939F200A5 : message-id = <20060421092503.2D939F200A5@#56#.#207#>	-	1
sshd2 connection from <*> <*> <*>	-	2
postfix/cleanup AE136F20133 : message-id = <20060628144304.AE136F20133@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1948a	-	10
kernel MOSAL(1) : file_pgoff = 0x1f1e9	-	1
postfix/cleanup 7C884F20131 : message-id = <20060612072745.7C884F20131@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2cfed	-	2
rc.sysinit Mounting local filesystems : failed	-	3794
kernel THH(1) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxhh/thh/obj_host_amd64_custom1_rhel4/mod_thh/cmdif_comm.c[417] : XHH_cmd_eventh : could not find context by token. token = <*>	-	3
kernel MOSAL(1) : file_pgoff = 0x1f794	-	3
kernel <*> <*> Umounting panfs ...	-	2919
kernel usb 3-1 : device not accepting address <*> , error -71	-	4
postfix/cleanup ED923F200A9 : message-id = <20060406041302.E9FD9F20126@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xfc11	-	8
kernel MOSAL(1) : file_pgoff = 0x2d6f8	-	4
kernel MOSAL(1) : file_pgoff = 0xc221	-	1
kernel MOSAL(1) : file_pgoff = 0x10c3e	-	6
moab SUFileBufInitialize(/var/spool/moab/moab.cfg , F)	-	1
sshd2 Local disconnected : Connection closed.	-	2
kernel MOSAL(1) : file_pgoff = 0x12b00	-	6
MDT %RPM1-P : CP %IP-4-ADDRMOVE : IP Address <*> is moved from MAC address <*> : 0b : cd : b1 : <*> : 5c to MAC address <*> : 0b : cd : b1 : <*> : 2d - repeated <*> times	-	3
kernel MOSAL(1) : file_pgoff = 0xcf68	-	3
ib_sm [ib_sm_sweep.c : 144] : A new IB node <*> : <*> : 6a : <*> : <*> : <*> : <*> : fe was discovered and assigned LID <*>	-	1
ib_sm [ib_sm_discovery.c : 1050] : _ib_smDiscoverPort(port = 23)	-	27
postfix/cleanup 55779F20131 : message-id = <20060407225202.55779F20131@#56#.#207#>	-	1
kernel BIOS-e820 : 00000000fed00000 - 00000000fed00400 (reserved)	-	4291
kernel <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>	-	12605
dataeng NOTE : snmpd must be restarted to activate changes to /etc/snmp/snmpd.conf	-	71
pbs_server <*> <*> <*>	-	3
kernel MOSAL(1) : file_pgoff = 0x1d36b	-	4
postfix/cleanup D38A9F2009D : message-id = <20060702021248.D38A9F2009D@#56#.#207#>	-	1
postfix/cleanup ACDB5518434 : message-id = <20051111074510.ACDB5518434@tbird-#206#>	-	1
postfix/cleanup 05735F200A0 : message-id = <20060411233403.05735F200A0@#56#.#207#>	-	1
postfix/cleanup E2357864ABE : message-id = <20060708113246.E2357864ABE@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d309	-	3
sshd PAM password failed for user <*>	-	25
kernel MOSAL(1) : file_pgoff = 0xb5b4	-	1
kernel MOSAL(1) : file_pgoff = 0xa568	-	3
kernel MOSAL(1) : file_pgoff = 0x2d855	-	5
su <*> : krb5_get_init_creds_password(krbtgt/#24#@#24#) returned -1765328378 (Client not found in Kerberos database)	-	113
postfix/cleanup C3EE3518CA0 : message-id = <20060612214841.C3EE3518CA0@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d714	-	2
kernel MOSAL(1) : file_pgoff = 0xf5d9	-	61
kernel MOSAL(1) : file_pgoff = 0x1ab4e	-	1
postfix/cleanup 023145192C4 : message-id = <20051116094510.023145192C4@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1063d	-	1
kernel MOSAL(1) : file_pgoff = 0x29fd1	-	1
postfix/cleanup 46D96F20133 : message-id = <20060521064246.46D96F20133@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1d6f9	-	1
postfix/cleanup E6C94F2012E : message-id = <20060622103745.E6C94F2012E@#56#.#207#>	-	1
kernel <ffffffff801319f1>{try_to_wake_up+734} <ffffffff801347ee>{autoremove_wake_function+0}	-	3
kernel MOSAL(1) : file_pgoff = 0x4e9d	-	5
postfix/cleanup 4DCA2F200A5 : message-id = <20060222110208.5D2B7F2012A@#56#.#207#>	-	1
postfix/cleanup B195FF20133 : message-id = <20060519103024.B195FF20133@#56#.#207#>	-	1
postfix/cleanup B0BEDAC4073 : message-id = <20060410185634.B0BEDAC4073@tbird-#2124#>	-	1
sendmail NOQUEUE : SYSERR(root) : can not chdir(/var/spool/clientmqueue/) : Permission denied	-	1
rc.sysinit Remounting root filesystem in read-write mode : succeeded	-	3410
kernel Node <*> DMA free : 11832kB min : 4kB low : 8kB high : 12kB active : 0kB inactive : 0kB present : 16384kB pages_scanned : 0de4>{ : panfs : pan_sock_sys_socket_create_type+164}	-	1
kernel time.c : Lost <*> timer tick(s)! <4>Lustre : A connection with <*> timed out ; the network or that node may be down.	-	14
kernel BIOS-e820 : <*> - 00000001b0000000 (usable)	-	1
postfix/cleanup EB17051848F : message-id = <20051111081507.EB17051848F@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x19173	-	6
su <*> : pam_acct_mgmt returning <*> (User not known to the underlying authentication module)	-	101
moab MSRProcessConfig(SR , HOSTLIST = <*>	-	3
kernel <*> : Unknown symbol <*>	-	780
kernel MOSAL(1) : file_pgoff = 0xf4ab	-	1
kernel BIOS-provided physical RAM map :	-	4335
postfix/cleanup 27D17518A5C : message-id = <20060331065339.27D17518A5C@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x16efa	-	1
ib_sm [ib_sm_sweep.c : <*> : No configuration change required	-	22753
postfix/cleanup 3868EAC4078 : message-id = <20060605210236.3868EAC4078@tbird-#2124#>	-	1
postfix/cleanup 0DD4151898F : message-id = <20060304110743.0DD4151898F@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0xb55e	-	1
postfix/cleanup 140CF518180 : message-id = <20060106095511.140CF518180@tbird-#206#>	-	1
postfix/cleanup 79E0851936F : message-id = <20051116204505.79E0851936F@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x553	-	2
postfix/cleanup C5322F200A6 : message-id = <20060706031248.C5322F200A6@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xfa1a	-	4
postfix/cleanup 3F784518949 : message-id = <20051112084509.3F784518949@tbird-#206#>	-	1
postfix/cleanup E6CDCF20131 : message-id = <20060428034903.E6CDCF20131@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xa36a	-	1
pciehp <*> : Slot <*> at s : b : d : f = 0x00 : <*> : 1f : <*>	-	5
kernel MOSAL(1) : file_pgoff = 0xf65e	-	2
kernel MOSAL(1) : file_pgoff = 0xde9d	-	2
postfix/cleanup 6DF6A518A97 : message-id = <20060419031105.6DF6A518A97@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x131fd	-	1
ib_sm.x [ib_sm_sweep.c : <*> : ********************** NEW SWEEP ********************	-	23147
kernel <*> : 0) : avc : denied { read } for pid = <*> comm = ntpdate path = /tmp/biosdev (deleted) dev = ramfs ino = <*> scontext = user_u : system_r : ntpd_t tcontext = user_u : object_r : ramfs_t tclass = blk_file	-	395
kernel MOSAL(1) : file_pgoff = 0x2d0d2	-	2
postfix/cleanup 5B57B518AE7 : message-id = <20051112154508.5B57B518AE7@tbird-#206#>	-	1
kernel Processor <*> <*> : <*> APIC version <*>	-	8366
postfix/cleanup 347B2F20131 : message-id = <20060626133253.347B2F20131@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x7f9f	-	1
postfix/cleanup 3A8E3518A47 : message-id = <20060331110547.3A8E3518A47@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0xcb73	-	1
postfix/cleanup 945E85181D1 : message-id = <20060120120706.945E85181D1@tbird-#206#>	-	1
syslogd 1.4.1 <*>	-	5728
kernel MOSAL(1) : file_pgoff = 0xc644	-	1
kernel MOSAL(1) : file_pgoff = 0x1a3ec	-	1
ib_sm [INFO] : Master SM Proceeds with configuration of entire subnet	-	3
kernel MOSAL(1) : file_pgoff = 0x169a5	-	1
kernel MOSAL(1) : file_pgoff = 0x5ce	-	1
kernel MOSAL(1) : file_pgoff = 0x2d6ef	-	1
postfix/cleanup 7ED60F2012C : message-id = <20060615224248.7ED60F2012C@#56#.#207#>	-	1
sshd debug1 : PAM : cleanup	-	1
chsh <*> : flag : no <*>	-	3
postfix/cleanup 33C8DF2012C : message-id = <20060615132746.33C8DF2012C@#56#.#207#>	-	1
sshd debug3 : mm_answer_authserv : service = ssh-connection , style =	-	3
kernel MOSAL(1) : file_pgoff = 0x7fb8	-	1
kernel <ffffffff8014d12b>{keventd_create_kthread+0} <ffffffff8014d102>{kthread+129}	-	1
slot101:10.100.253.143 IsmMadUPoll Ism : Device has become inaccessible Switch Leaf <*>	-	4
postfix/cleanup B97E3F2009E : message-id = <20060420031003.B97E3F2009E@#56#.#207#>	-	1
kernel megaraid : [516A : H418] detected <*> logical drives.	-	2
kernel MOSAL(1) : file_pgoff = 0xc986	-	1
kernel MOSAL(1) : file_pgoff = 0x1ab25	-	1
kernel THH(1) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxhh/thh/obj_host_amd64_custom1_rhel4/mod_thh/cmdif_comm.c[1417] : print_track_arr : idx = <*> , token = <*> , counter = <*>	-	528
kernel MOSAL(1) : file_pgoff = 0x2d3da	-	1
kernel MOSAL(1) : file_pgoff = 0x29e8e	-	1
postfix/cleanup 415137F428F : message-id = <rt-3.6.0-26764-1151221400-1918.1-3-#2556#@#2557#>	-	1
postfix/cleanup 14457518EE5 : message-id = <20060228000403.14457518EE5@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x12fc3	-	1
kernel MOSAL(1) : file_pgoff = 0xd978	-	1
kernel MOSAL(1) : file_pgoff = 0xd59d	-	1
kernel Call Trace : <ffffffff8015c61c>{__alloc>cpu <*> hot : low <*> , high <*> , batch <*>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d640	-	1
kernel ....... : PRQ implemented : <*>	-	1
kernel MOSAL(1) : file_pgoff = 0x1a421	-	2
kernel MOSAL(1) : file_pgoff = 0x1b234	-	1
kernel MOSAL(1) : file_pgoff = 0x16b1e	-	2
kernel options : [pci] [cardbus] [pm]	-	2
postfix/cleanup C0C74518B59 : message-id = <20060331065411.C0C74518B59@tbird-#206#>	-	1
postfix/cleanup 31F49AC4091 : message-id = <20060421221639.31F49AC4091@tbird-#2124#>	-	1
ib_sm [INFO] : Standby SM DB synchronized with Master SM Guid <*> : <*> : ad : <*> : <*> : <*> : <*> : <*>	-	112
postfix/cleanup 565ABAC4094 : message-id = <20060505215810.565ABAC4094@tbird-#2124#>	-	1
postfix/cleanup 524925181D1 : message-id = <20060120181902.524925181D1@tbird-#206#>	-	1
cpu 0 hot low <*> , high <*> , batch <*>	-	44
kernel VIPKL(1) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/vip/obj_host_amd64_custom1_rhel4135769b00 :	-	1
postfix/cleanup 5DAD0AC410A : message-id = <20060516041522.5DAD0AC410A@tbird-#2124#>	-	1
ib_sm [ib_sm_discovery.c : 1050] : _ib_smDiscoverPort(port = 3)	-	20
kernel MOSAL(1) : file_pgoff = 0x1ef7f	-	1
kernel MOSAL(1) : file_pgoff = 0x2d583	-	7
postfix/cleanup BB72DF2012E : message-id = <20060624133803.BB72DF2012E@#56#.#207#>	-	1
postfix/cleanup 91E0B5181D1 : message-id = <20060120193616.91E0B5181D1@tbird-#206#>	-	1
crond (#311#) CMD (csh -c date >> /home/#311#/date.cron 2>&1)	-	2
postfix/cleanup 0F2DC518B53 : message-id = <20060228000308.0F2DC518B53@tbird-#206#>	-	1
postfix/cleanup C8B6CF2009E : message-id = <20060419121247.C8B6CF2009E@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1270b	-	1
postfix/cleanup C6B74AC4085 : message-id = <20060408001641.C6B74AC4085@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1f6b8	-	3
kernel VIPKL(1) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/vip/obj_host_amd64_custom1_rhel	-	1
kernel MOSAL(1) : file_pgoff = 0x2d669	-	2
kernel MOSAL(1) : file_pgoff = 0x62de	-	3
postfix/cleanup 61D0FAC407B : message-id = <20060426143902.61D0FAC407B@tbird-#2124#>	-	1
ib_sm.x [ib_sm_sweep.c : <*> : No configuration change required	-	8743
kernel MOSAL(1) : file_pgoff = 0x2d4f8	-	1
kernel Node <*> DMA : 0*4kB 3*8kB <*> high <*> , batch <*>	-	2
postfix/cleanup 78C3AF200A8 : message-id = <20060625154301.78C3AF200A8@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xffe7	-	1
kernel VIPKL(1) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/vip/obj_host_amd64_custom1_rhel4/mod_vip/m_EAGAIN	-	1
kernel MOSAL(1) : file_pgoff = 0x1a150	-	1
kernel MOSAL(1) : file_pgoff = 0xd19e	-	1
kernel MOSAL(1) : file_pgoff = 0x2d5b8	-	1
kernel MOSAL(1) : file_pgoff = 0x16267	-	1
postfix/cleanup 15F4A864ABE : message-id = <20060623073744.15F4A864ABE@#56#.#207#>	-	1
kernel Lustre : Removed LNI <*> @tcp	-	672
ib_sm [ib_sm_discovery.c : 1392] : skipping discovery of node <*> : <*> : 6a : <*> : <*> : <*> : <*> : <*> , port <*> , because neighbor already verified	-	17281
moab MFSLoadDataFile(/var/spool/moab/stats/FS.1131494400 , 27)	-	1
postfix/cleanup D393A518E5B : message-id = <20060228000400.D393A518E5B@tbird-#206#>	-	1
kernel kmir_mon S 00000101bd6d5de8 <*> <*> <*> <*> (L-TLB)	-	1
postfix/cleanup A344BF20133 : message-id = <20060628012746.A344BF20133@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1a7c6	-	2
kernel MOSAL(1) : file_pgoff = 0x8ee7	-	1
postfix/postdrop warning : unable to look up public/pickup : No such file or directory	-	243
postfix/cleanup DCFF1F20126 : message-id = <20060425042803.DCFF1F20126@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1672c	-	1
postfix/cleanup 1BD7BAC407E : message-id = <20060509154530.1BD7BAC407E@tbird-#2124#>	-	1
postfix/cleanup 44753F200A6 : message-id = <20060706071245.44753F200A6@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1a7ea	-	2
postfix/cleanup 09A07518C4A : message-id = <20060605191500.09A07518C4A@tbird-#206#>	-	1
kernel kpan : pan_sys_thread_launch+0}	-	1
kernel MOSAL(1) : file_pgoff = 0x7749	-	1
postfix/cleanup 470E4F200A7 : message-id = <20060415200103.470E4F200A7@#56#.#207#>	-	1
pbs_mom Connection reset by peer (104) in obit_reply , DIS_reply_read failed , rc = <*> sock = <*>	-	9
kernel MOSAL(1) : file_pgoff = 0x166bd	-	2
postfix/cleanup 054BDF20126 : message-id = <20060509052250.054BDF20126@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x12f82	-	1
kernel MOSAL(1) : file_pgoff = 0xdf8f	-	1
sshd Accepted publickey for <*> from : : ffff : <*> port <*> ssh2	-	6828
kernel MOSAL(1) : file_pgoff = 0x1a1bb	-	1
postfix/cleanup 3994DAC4078 : message-id = <20060601214049.3994DAC4078@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2ce82	-	2
kernel Lustre : An unexpected network error occurred with <*> : <*>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d7e7	-	1
kernel MOSAL(1) : file_pgoff = 0x1d71b	-	1
postfix/cleanup 82D1AF200A0 : message-id = <20060411102803.82D1AF200A0@#56#.#207#>	-	1
postfix/cleanup 23A47AC408A : message-id = <20060419163354.23A47AC408A@tbird-#2124#>	-	1
dhcpd Sending on <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>	-	612
slot101:10.100.253.143 AvpdWorker Correction : This is normal after a software upgrade or after the reboot following a change to the SMA Node Description. If this appears at any other time contact Technical Support	-	1
kernel MOSAL(1) : file_pgoff = 0x2d630	-	2
kernel MOSAL(1) : file_pgoff = 0x1f251	-	2
postfix/cleanup 45BA151807C : message-id = <20051124070543.45BA151807C@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d1d5	-	1
dhcpd DHCPOFFER on <*> to <*> : <*> : <*> : <*> <*> <*> : <*> via eth1	-	97
kernel MOSAL(1) : file_pgoff = 0xe58b	-	3
postfix/cleanup 68D39F2012E : message-id = <20060618142807.68D39F2012E@#56#.#207#>	-	1
dhclient <*> <*> <*>	-	798
ifup RTNETLINK answers : Network is unreachable	-	24
kernel Lustre : <*> : <*> : (lib-move.c : <*> : lnet_match_md()) Dropping PUT from 12345- <*> @vib portal <*> match <*> offset <*> length <*> : no match	-	23
postfix/cleanup DCBF6AC4082 : message-id = <20060424170503.DCBF6AC4082@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0x112e2	-	2
sshd <*> : configured realm '#24#'	-	6164
kernel 00000101bc650030 0000000000002d53	-	1
kernel MOSAL(1) : file_pgoff = 0x1a7c5	-	4
kernel mptscsih : ioc0 : target reset : SUCCESS (sc = <*>	-	4
postfix/cleanup 920E1AC4084 : message-id = <20060516173826.920E1AC4084@tbird-#2124#>	-	1
postfix/cleanup C5D56F200A9 : message-id = <20060630043258.C5D56F200A9@#56#.#207#>	-	1
sshd debug1 : session_open : session <*> : link with channel <*>	-	2
kernel MOSAL(1) : file_pgoff = 0xdf12	-	1
ib_sm [ib_sm_discovery.c : 1050] : _ib_smDiscoverPort(port = 8)	-	36
postfix/cleanup 9239B5189C0 : message-id = <20051112101552.9239B5189C0@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0xa607	-	9
sshd Kerberos password accepted for user <*> <*>	-	245
fsck <*> <*> <*>	-	2094
kernel MOSAL(1) : file_pgoff = 0x7a43	-	4
postfix/cleanup 13D65F20126 : message-id = <20060426154603.13D65F20126@#56#.#207#>	-	1
postfix/cleanup 771D35186D7 : message-id = <20051112011503.771D35186D7@tbird-#206#>	-	1
postfix/cleanup 29DDAF200E0 : message-id = <20060423103702.29DDAF200E0@#56#.#207#>	-	1
