ComponentEventTemplate	Label	Count
kernel MOSAL(1) : file_pgoff = 0xde98	-	1
postfix/cleanup EFD20F200A2 : message-id = <20060618180328.EFD20F200A2@#56#.#207#>	-	1
postfix/cleanup 4B9BA519482 : message-id = <20051118051507.4B9BA519482@tbird-#206#>	-	1
postfix/cleanup 2CEAD518A9D : message-id = <20051112124509.2CEAD518A9D@tbird-#206#>	-	1
mount mount : <*> : <*> failed , reason given by server : Permission denied	-	5
exportfs NOTE : this default has changed from previous versions	-	6
kernel MOSAL(1) : file_pgoff = 0x2d45b	-	3
end_request <*> <*> I/O error , dev sda , sector <*>	-	2
kernel MOSAL(1) : file_pgoff = 0x1ad71	-	2
kernel Installing knfsd (copyright (C) <*> #35#@monad.swb.de).	-	1
postfix/cleanup 75EB1518A70 : message-id = <20060412155327.75EB1518A70@tbird-#206#>	-	1
postfix/cleanup E5A93F200A5 : message-id = <20060421191602.E5A93F200A5@#56#.#207#>	-	1
postfix/cleanup A5BFFAC407C : message-id = <20060306185429.A5BFFAC407C@tbird-#2124#>	-	1
postfix/cleanup 37126F200A9 : message-id = <20060629202310.37126F200A9@#56#.#207#>	-	1
kernel SCSI error : <0 <*> <*> 0> return code = <*>	-	150
kernel THH(4) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxhh/thh/obj_host_amd64_custom1_rhel4/mod_thh/tptm.c[263] : reserve_mtt_segs : Cannot <*> : alloc_reg_pages : Out of MTT entries	-	2
kernel dcdipm : disagrees about version of symbol struct_module	-	96
postfix/cleanup 1C08BF200A1 : message-id = <20060412135505.1C08BF200A1@#56#.#207#>	-	1
postfix/cleanup 420A9F200A7 : message-id = <20060413165503.420A9F200A7@#56#.#207#>	-	1
ib_sm [INFO] : <*> event loop terminated	-	9
kernel end_request : I/O error , dev sda , sector <*> : ERROR on channel <*> , id <*> , lun <*> , CDB : Read (10) <*> <*> <*> <*> <*> <*> <*> <*> <*>	-	14
kernel Linux version 2.6.9-34.ELsmp (#600#@hs20-bc1-#2397#) (gcc version 3.4.5 <*> (Red Hat 3.4.5-2)) #1 SMP <*> <*> EST <*>	-	1
kernel MOSAL(1) : file_pgoff = 0x2aa7d	-	1
kernel fs_client_batch_cancel_cb : cancel_callback_multi failed (0x3712 (fmm : client should delay and retry this call))	-	1
kernel MOSAL(1) : file_pgoff = 0x2d527	-	7
kernel MOSAL(1) : file_pgoff = 0xddea	-	21
postfix/cleanup 4A1AA518257 : message-id = <20060201011714.4A1AA518257@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d435	-	3
kernel Node <*> DMA free : 11832kB min : 4kB low : 8kB <ffffffffa031f6b0>{ : panfs : pan_sys_thread_launch+0}	-	1
kernel MOSAL(1) : file_pgoff = 0x1ef65	-	1
kernel MOSAL(1) : file_pgoff = 0x16ed9	-	1
kernel MOSAL(1) : file_pgoff = 0xcf97	-	3
kernel MOSAL(1) : file_pgoff = 0x1d78b	-	17
kernel kpanfs_thpool S 00000101b9bade98 <*> <*> <*> <*> <*> (L-TLB)	-	1
NET Registered protocol family <*>	-	18
postfix/cleanup 041B0F200A9 : message-id = <20060417090102.041B0F200A9@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x8070	-	1
kernel MOSAL(1) : file_pgoff = 0x11177	-	1
postfix/cleanup 3A255F20131 : message-id = <20060406201903.3A255F20131@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1a80d	-	1
kernel MOSAL(1) : file_pgoff = 0x79a0	-	2
kernel MOSAL(1) : file_pgoff = 0x2d87f	-	2
kernel MOSAL(1) : file_pgoff = 0xa054	-	2
postfix/cleanup EAC25F20126 : message-id = <20060425154305.EAC25F20126@#56#.#207#>	-	1
postfix/cleanup 33D24518B57 : message-id = <20060515205106.33D24518B57@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d4dd	-	1
kernel 00000101bc614030 000000000000017a	-	1
postfix/cleanup 006ED864ABE : message-id = <20060414200703.006ED864ABE@#56#.#207#>	-	1
postfix/cleanup C98F8F20131 : message-id = <20060407013703.C98F8F20131@#56#.#207#>	-	1
pbs_mom TMomFinalizeChild , batch job prolog failed	-	3
postfix/cleanup 510A851825A : message-id = <20051111011527.510A851825A@tbird-#206#>	-	1
kernel dcstor32d S 00000101b6fe1dc8 <*> <*> <*> <*> <*> (NOTLB)	-	2
postfix/cleanup C74F7F200A9 : message-id = <20060417072802.C74F7F200A9@#56#.#207#>	-	1
xinetd Reconfigured : new = <*> old = <*> dropped = <*> (services)	-	3
ntpd time reset <*> s	-	199
kernel MOSAL(1) : file_pgoff = 0x2d6de	-	4
kernel MOSAL(1) : file_pgoff = 0x358a4	-	79
postfix cannot remove `/var/lock/subsys/postfix' : Read-only file system	-	1
kernel 0000010037cf7030 00000000000003b2	-	1
kernel MOSAL(1) : file_pgoff = 0x1ccdb	-	1
kernel MOSAL(1) : file_pgoff = 0x16d52	-	54
kernel MOSAL(1) : file_pgoff = 0x5719	-	1
kernel pciehp : acpi_pciehprm : <*> OSHP fails = 0x5	-	3869
kernel MOSAL(1) : file_pgoff = 0x7a58	-	2
postfix/cleanup 471E8F200A9 : message-id = <20060405070703.43C3FF20126@#56#.#207#>	-	1
postfix/cleanup 7EB07F2012E : message-id = <20060624211310.7EB07F2012E@#56#.#207#>	-	1
postfix/cleanup 723FCAC4097 : message-id = <20060421221639.723FCAC4097@tbird-#2124#>	-	1
ib_sm [ib_sm_util.c : 641] : Skipping programming port HOQLife : node = <*> : <*> : ad : <*> : <*> : <*> : <*> : <*> , port = <*> , cache-val = <*>	-	980
kernel MOSAL(1) : file_pgoff = 0x2d5ba	-	2
ib_sm [INFO] : Configuration caused by previous GET/SET operation failures	-	390
postfix/cleanup 95741F20126 : message-id = <20060426164602.95741F20126@#56#.#207#>	-	1
RT Use of uninitialized value in concatenation (.) or string at <*> line <*> <*> : <*>	-	10
postfix/cleanup DA97F518477 : message-id = <20051111081506.DA97F518477@tbird-#206#>	-	1
postfix/cleanup 12B365187AF : message-id = <20051112011512.12B365187AF@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1d539	-	1
kernel MOSAL(1) : file_pgoff = 0x8a0a	-	2
kernel MOSAL(1) : file_pgoff = 0x2d707	-	3
kernel MOSAL(1) : file_pgoff = 0xddd5	-	10
postfix/cleanup 4A0E7F200A8 : message-id = <20060625133321.4A0E7F200A8@#56#.#207#>	-	1
gconfd (#2826#-25252) starting (version 2.8.1) , pid <*> user <*>	-	1
snmpd Received TERM or STOP signal... shutting down...	-	3859
kernel MOSAL(1) : file_pgoff = 0x10019	-	1
kernel Node <*> Normal free : <*> min : <*> low : <*> high : <*> active : <*> inactive : <*> present : 7323648kB pages_scanned : <*> all_unreclaimable? no	-	2453
kernel testing NMI watchdog ... CPU#0 : NMI appears to be stuck (6)!	-	1
postfix/cleanup 135D3864ABE : message-id = <20060621101336.135D3864ABE@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d44b	-	2
kernel MOSAL(1) : file_pgoff = 0x7329	-	12
rpc.statd <*> <*> <*>	-	3926
postfix/cleanup 0C2C7F2009F : message-id = <20060703161321.0C2C7F2009F@#56#.#207#>	-	1
postfix/cleanup 0F5849AEA0 : message-id = <20060119110204.0F5849AEA0@#1282#>	-	1
kernel <*> <*> destination target <*> , lun <*>	-	244
kernel Node <*> Normal : 54454*4 cold : low <*> , high <*> , batch <*>	-	1
postfix/cleanup E17DA5188D7 : message-id = <20051112074504.E17DA5188D7@tbird-#206#>	-	1
kernel MOSAL(1) : 00size = 0x5000	-	1
postfix/cleanup 5D09EF200A3 : message-id = <20060403160102.571FBF20126@#56#.#207#>	-	1
"crond (root) CMD (/apps/breakfix-testing/SCRIPTS/ping_f10_leaves.exp | mail -s "" Cron <#7#@#56#> /apps/breakfix-testing/SCRIPTS/ping_f10_leaves.exp "" #1867#@#207# #57#@#207# #385#@#207#)"	-	4
cli.x [INFO] : Operation failed : show fc srp-global	-	1
postfix/smtp <*> : host #211#[#212#] said : <*> 4.3.2 Please try again later (in reply to MAIL FROM command)	-	170
rpc.statd recv_rply : can't decode RPC message!	-	10
kernel <ffffffff8019bbb0>{compat_sys_fcntl64+211} <ffffffff80124f8b>{sysenter_do_call+27}	-	1
sshd User #26#'s local password accepted.	-	1
kernel MOSAL(1) : file_pgoff = 0x68f9	-	4
protections <*> <*> <*>	-	74
pbs_server is_request , bad attempt to connect from <*> (address not trusted)	-	2
kernel MOSAL(1) : file_pgoff = 0x2d03e	-	3
kernel MOSAL(1) : file_pgoff = 0x2d42a	-	17
postfix/cleanup 22F83AC408D : message-id = <20060419163353.22F83AC408D@tbird-#2124#>	-	1
postfix/cleanup 718A9F20132 : message-id = <20060408193404.718A9F20132@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1121b	-	1
postfix/cleanup EDE25AC4073 : message-id = <20060424170504.EDE25AC4073@tbird-#2124#>	-	1
ib_sm [ib_sm_routing.c : 3672] : Failed to set LFT to switch = <*> : <*> : 6a : <*> : <*> : <*> : <*> : cc	-	1
kernel MOSAL(1) : file_pgoff = 0xa161	-	1
postfix/cleanup 2084EAC4091 : message-id = <20060508194100.2084EAC4091@tbird-#2124#>	-	1
postfix/cleanup 1FDDAF200A5 : message-id = <20060422024903.1FDDAF200A5@#56#.#207#>	-	1
postfix/cleanup 9FED6F20131 : message-id = <20060509131847.9FED6F20131@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1718c	-	1
-- root <*> : ccache dir : /tmp	-	1
kernel EXT3-fs error (device <*> in <*> : Journal has aborted	EXT_FS	3740
kernel MOSAL(1) : file_pgoff = 0x7208	-	1
RT Warning! Custom Field does not exist for asset <*> : Memory (GB) (RAS.pm : 447)	-	233
postfix/cleanup 02A79864ABE : message-id = <20060621074332.02A79864ABE@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xf0d9	-	6
kernel MOSAL(1) : file_pgoff = 0x1c803	-	1
postfix/cleanup 38D77518A2D : message-id = <20060331001340.38D77518A2D@tbird-#206#>	-	1
kernel <ffffffff80158326>{page_wake_function+0} <ffffffff80158326>{page_wake_function+0}	-	1
ib_sm [ib_sm_discovery.c : 1050] : _ib_smDiscoverPort(port = 10)	-	41
kernel MOSAL(1) : file_pgoff = 0x1671a	-	37
postfix/cleanup 46911AC4124 : message-id = <20060408000137.46911AC4124@tbird-#2124#>	-	1
kernel VIPKL(1) : mne = 0xA000	-	1
kernel MOSAL(1) : file_pgoff = 0xc168	-	2
postfix/cleanup 18C39AC4074 : message-id = <20060430160455.18C39AC4074@tbird-#2124#>	-	1
postfix/cleanup 08DE38F1A3 : message-id = <20060119110219.08DE38F1A3@#1788#>	-	1
kernel Serial driver version 5.05c (2001-07-08) with MANY_PORTS MULTIPORT SHARE_IRQ SERIAL_PCI ISAPNP enabled	-	1
kernel MOSAL(1) : file_pgoff = 0x29ed4	-	3
kernel MOSAL(1) : file_pgoff = 0x76a0	-	1
kernel MOSAL(1) : file_pgoff = 0x891f	-	1
dhcpd DHCPREQUEST for <*> ( <*> ) from <*> : <*> : <*> : db : <*> : ec via eth1 : unknown lease <*> .	-	2
postfix/cleanup 25FA9518A40 : message-id = <20060404233744.25FA9518A40@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x16660	-	14
kernel MOSAL(1) : file_pgoff = 0x1f9cc	-	1
named command channel listening on <*> #953	-	2
postfix/cleanup B9AF9864ABE : message-id = <20060415042802.B9AF9864ABE@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d668	-	1
eth0 <*> <*> no IPv6 routers present	-	4
postfix/cleanup 2D434F200A7 : message-id = <20060416041903.2D434F200A7@#56#.#207#>	-	1
postfix/cleanup 7BA39F200C7 : message-id = <20060321111546.7BA39F200C7@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x9b52	-	1
kernel <*>	-	6417
postfix/cleanup 09C845181C5 : message-id = <20060118181136.09C845181C5@tbird-#206#>	-	1
sshd debug1 : <*> : session <*> <*> <*>	-	6
postfix/cleanup 85361F20126 : message-id = <20060406082503.81D89F20131@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x15f17	-	1
kernel MOSAL(1) : file_pgoff = 0x1cb3a	-	2
postfix/cleanup 5391AF200A2 : message-id = <20060517182748.5391AF200A2@#56#.#207#>	-	1
postfix/cleanup CCE7CF200C6 : message-id = <20060423210527.CCE7CF200C6@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1ef7f	-	1
postfix/qmgr <*> : from = <*> , size = <*> , nrcpt = <*> (queue active)	-	3606
kernel MOSAL(1) : file_pgoff = 0xe1a2	-	2
kernel MOSAL(1) : file_pgoff = 0x1cce6	-	1
kernel 0000010037da5e68 <*> <*> <*>	-	1
kernel [KERNEL_IB][a2_check_eq][anafa2_eq.c : 193]anafa2-0 : eq overflowed at event <*> (owner 0xde).	-	1
postfix/cleanup C107BF20085 : message-id = <20060705205756.C107BF20085@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xc512	-	1
kernel MOSAL(1) : file_pgoff = 0x2d447	-	8
kernel MOSAL(1) : file_pgoff = 0x8319	-	2
kernel FADT (v001 DELL PE BKC 0x00000001 MSFT 0x0100000a) @ <*>	-	4003
kernel kpanfs_thpool : page alffffffffa05020f0>{ : panfs : pan_rpc_native_connect_cbfunc+0}	-	1
sshd(pam_unix) <*> more authentication failures ; logname = uid = <*> euid = <*> tty = ssh ruser = rhost = #1950#	-	1
kernel MOSAL(1) : file_pgoff = 0x1084f	-	2
Memory 6113256k/6815744k available (2078k kernel code , 0k reserved , 1276k data , 188k init)	-	1
kernel MOSAL(1) : file_pgoff = 0x9758	-	1
ib_sm [ib_sm_discovery.c : 1050] : _ib_smDiscoverPort(port = 14)	-	11
ib_sm [ib_sm.c : 1080] : priority = <*>	-	2
postfix/cleanup 2D785F20131 : message-id = <20060626150256.2D785F20131@#56#.#207#>	-	1
kernel <ffffffff80132f56>{default_wake_function+0} <ffffffff80132f56>{default_wake_function+0}	-	2
insmod /lib/modules/2.4.21-37.ELsmp/kernel/drivers/block/floppy.o : insmod block-major-2 failed	-	2
dhclient DHCPOFFER from <*> <30> <*> dhclient : DHCPREQUEST on eth0 to #342# port <*>	-	120
kernel panfs exception : at file.c : <*> , 0x36d3 (fmm : object ID/name mismatch) , rollback : <*>	-	7
kernel MOSAL(1) : file_pgoff = 0x1a2ee	-	1
postfix/cleanup CBFB45185CE : message-id = <20051111181509.CBFB45185CE@tbird-#206#>	-	1
postfix/cleanup A59DDAC4201 : message-id = <20060516041535.A59DDAC4201@tbird-#2124#>	-	1
postfix/cleanup 8449AAC41BB : message-id = <20060516041531.8449AAC41BB@tbird-#2124#>	-	1
kernel ts_fmr S 00000101bff04640 <*> <*> <*> <*> <*> (L-TLB)	-	1
postfix/cleanup B4522F200A2 : message-id = <20060618161801.B4522F200A2@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1f90c	-	1
slot101:10.100.253.148 tIouMonSw Mad Util Send Timeout : LID : <*> QP : <*> timeout = <*>	-	1
kernel MOSAL(1) : file_pgoff = 0x78c3	-	1
kernel MOSAL(1) : file_pgoff = 0x60be	-	2
kernel MOSAL(1) : file_pgoff = 0x2d4e7	-	2
su <*> : creating v5 ccache for <*>	-	1
postfix/cleanup 98B44518A37 : message-id = <20060329205859.98B44518A37@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d457	-	4
kernel MOSAL(1) : file_pgoff = 0xbeff	-	1
kernel MOSAL(1) : file_pgoff = 0x186d8	-	3
kernel selinux_register_security : Registering secondary module capability	-	4273
kernel Capability LSM initialized as secondary	-	4332
kernel MOSAL(1) : file_pgoff = 0x1da8e	-	1
postfix/cleanup 2096251824A : message-id = <20060208163518.2096251824A@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1a75e	-	1
postfix/cleanup EE0E8864ABE : message-id = <20060413034246.EE0E8864ABE@#56#.#207#>	-	1
postfix/cleanup BA9EEF200A7 : message-id = <20060415164903.BA9EEF200A7@#56#.#207#>	-	1
kernel 00000101bbdec7f0 <*> 000001000725d840 <*>	-	2
kernel MOSAL(1) : file_pgoff = 0x2d54a	-	4
postfix/cleanup 26DF3F2009E : message-id = <20060420033257.26DF3F2009E@#56#.#207#>	-	1
postfix/cleanup 885C0AC407E : message-id = <20060505215758.885C0AC407E@tbird-#2124#>	-	1
postfix/cleanup E2E67F200A5 : message-id = <20060421025504.E2E67F200A5@#56#.#207#>	-	1
postfix/cleanup 87813F20099 : message-id = <20060702143325.87813F20099@#56#.#207#>	-	1
scsi0  <*> <*> destination target <*> , lun <*>	-	13
postfix/cleanup F00DDAC4073 : message-id = <20060331001301.F00DDAC4073@tbird-#2124#>	-	1
postfix/cleanup CC258F200A5 : message-id = <20060512152101.CC258F200A5@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xdc71	-	58
kernel VIPKL(1) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.61	-	1
kernel <ffffffff80132fa7>{__wake_up_common+67} <ffffffff8015f980>{__kmalloc+72}	-	1
postfix/cleanup BEF12518A73 : message-id = <20060331065416.BEF12518A73@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x15db2	-	1
su <*> : flag : validate	-	812
kernel kpanfs_thpool : pagd : low <*> , high <*> , batch <*>	-	1
ib_sm.x [ib_sm_transport.c : 298] : mad retransmitted , transaction_id <*> , class <*> , attrib <*> , method <*> , attrib mod 0x0 , slid <*> , dlid <*> , hop_count : <*> , direct_path : <*> , <*> , <*> , <*> , <*> , <*>	-	14
kernel MOSAL(1) : file_pgoff = 0xbd48	-	1
kernel <ffffffff80132ffc>{__wake_up+54} <ffffffff80132f56>{default_wake_function+0}	-	2
postfix/cleanup 050E4518A96 : message-id = <20060331065454.050E4518A96@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x14440	-	1
ib_sm [ib_sm_discovery.c : 1220] : Add new switch neighbor <*> : <*> : 6a : <*> : <*> : <*> : <*> : <*> , port_num = <*>	-	269
postfix/cleanup 130BE864ABE : message-id = <20060417213248.130BE864ABE@#56#.#207#>	-	1
moab INFO : parameter 'USERCFG' not processed	-	1
kernel MOSAL(1) : file_pgoff = 0x788e	-	1
mount mount.panfs warning : mounting panfs in an untested environment!!	-	360
postfix/cleanup 50397F200A3 : message-id = <20060603122244.50397F200A3@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d572	-	5
postfix/cleanup 9A88B5181D1 : message-id = <20060120170636.9A88B5181D1@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0xc3a1	-	7
postfix/cleanup 1A2B0F200A9 : message-id = <20060629070530.1A2B0F200A9@#56#.#207#>	-	1
postfix/cleanup BAA06F2012E : message-id = <20060621053303.BAA06F2012E@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x5bc	-	3
kernel panfs mount : loading a AuthenticAMD CPU panfs.o kernel module on a GenuineIntel CPU	-	4957
kernel MOSAL(1) : file_pgoff = 0xbf83	-	2
kernel MOSAL(1) : file_pgoff = 0xa6e5	-	6
postfix/cleanup 44099F20133 : message-id = <20060626150754.44099F20133@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x11036	-	1
ib_sm [ib_sm_sweep.c : 449] : Failed to get PortInfo from IB node <*> : <*> : ad : <*> : <*> : <*> : <*> <*> bc port <*>	-	5
ib_sm.x [ib_sm_bringup.c : <*> : Skip node = <*> , port = <*> bringup because topology is stale , no response	-	17
kernel MOSAL(1) : file_pgoff = 0x1f1dc	-	2
postfix/cleanup 33FAAAC407A : message-id = <20060331001542.33FAAAC407A@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0xded3	-	8
postfix/cleanup 0F7FBAC4073 : message-id = <20060330134829.0F7FBAC4073@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d688	-	2
postfix/cleanup 14C5DAC4082 : message-id = <20060516173856.14C5DAC4082@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0x8a8a	-	3
postfix/cleanup 6BDC1F20097 : message-id = <20060701202747.6BDC1F20097@#56#.#207#>	-	1
syslog-ng syslog-ng version <*> starting	-	2
kernel MOSAL(1) : file_pgoff = 0x878a	-	1
kernel MOSAL(1) : file_pgoff = 0x16729	-	3
"gconfd (#2844#-21344) Resolved address "" xml : readonly : <*> "" to a read-only configuration source at position <*>"	-	1
postfix/cleanup ED806F2012E : message-id = <20060619124255.ED806F2012E@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x13c2c	-	6
kernel MOSAL(1) : file_pgoff = 0x2d5b7	-	1
kernel MOSAL(1) : file_pgoff = 0x2d440	-	1
postfix/cleanup 5556D518A2D : message-id = <20060331065225.5556D518A2D@tbird-#206#>	-	1
sshd Setting tty modes failed : Invalid argument	-	22
crond (#311#) CMD (csh -c date >> /home/#311#/date.cron 2>&1)	-	5
postfix/cleanup 0F0EC518BCC : message-id = <20060515215025.0F0EC518BCC@tbird-#206#>	-	1
sshd debug3 : Copy environment : KRB5CCNAME = FILE : /tmp/krb5cc_50823_F12685	-	1
kernel MOSAL(1) : file_pgoff = 0x2d68a	-	5
kernel <*> 00000101bf43d030	-	1
sendmail <*> : to = root , delay = <*> : <*> : <*> , mailer = relay , pri = <*> , stat = queued	-	4
postfix/cleanup 8FB505181E8 : message-id = <20060123235448.8FB505181E8@tbird-#206#>	-	1
kernel MOSAL(4) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxsys/obj_host_amd64_custom1_rhel4/mlxsys/mosal_mlock.c[1226] : MOSAL_mlock_iobuf : Faile = 0xC000	-	1
kernel MOSAL(1) : file_pgoff = 0x894f	-	1
kernel MOSAL(1) : file_pgoff = 0x18359	-	16
kernel MOSAL(1) : file_pgoff = 0xe196	-	1
kernel MOSAL(1) : file_pgoff = 0x29eb5	-	4
kernel MOSAL(1) : file_pgoff = 0x1d6cc	-	2
postfix/cleanup 1CFE6AC4074 : message-id = <20060421081204.1CFE6AC4074@tbird-#2124#>	-	1
mount.panfs mount.panfs warning : mounting panfs in an untested environment!!	-	344
postfix/cleanup E34F5518C8A : message-id = <20060228000335.E34F5518C8A@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x10efa	-	1
kernel MOSAL(1) : file_pgoff = 0x9f5e	-	1
kernel MOSAL(1) : file_pgoff = 0x9c2b	-	5
kernel <ffffffff8014a173>{kthread+0} <ffffffff80110c9f>{child_rip+0}	-	3
kernel MOSAL(1) : file_pgoff = 0x2d33b	-	1
ib_sm.x [INFO] : Configuration caused by previous SET operation failures	-	22
kernel MOSAL(1) : file_pgoff = 0x16752	-	2
kernel MOSAL(1) : file_pgoff = 0x190b6	-	15
kernel MOSAL(1) : file_pgoff = 0x13c58	-	1
kernel Node <*> Normal : 53110*4kB 0*8kB 0*16kB 0*32kB 0*64kB 0*128kB 0*256kB tive : <*> dirty : <*> writeback : <*> unstable : <*> free : <*> slab : <*> mapped : <*> pagetables : <*>	-	1
postfix/cleanup 959B4518971 : message-id = <20060228000127.959B4518971@tbird-#206#>	-	1
postfix/cleanup 0E06B518249 : message-id = <20060208163419.0E06B518249@tbird-#206#>	-	1
gpm *** info [startup.c(95)] :	-	1
postfix/cleanup 2EAB7518A4C : message-id = <20060407010757.2EAB7518A4C@tbird-#206#>	-	1
postfix/cleanup 2B217864ABE : message-id = <20060412161903.2B217864ABE@#56#.#207#>	-	1
crond (root) CMD (/apps/contrib/get_PbsData.sh 2>&1 > /dev/null)	-	75
postfix/cleanup D5B59518470 : message-id = <20051111081505.D5B59518470@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0xf705	-	1
postfix/cleanup 35BB8F20131 : message-id = <20060427081144.35BB8F20131@#56#.#207#>	-	1
ib_sm [ib_sm.c : 1084] : max-hops = <*>	-	1
kernel MOSAL(1) : file_pgoff = 0x1ad77	-	2
kernel MOSAL(1) : file_pgoff = 0x2d143	-	1
postfix/cleanup 919CB5194E3 : message-id = <20051118164509.919CB5194E3@tbird-#206#>	-	1
postfix/cleanup 68386AC407A : message-id = <20060526222830.68386AC407A@tbird-#2124#>	-	1
crond (root) CMD (/home/#210#/BACKUPS/BACKUP_TBIRD_ADMIN1_SCRIPT)	-	1
postfix/cleanup DEA0DF200A8 : message-id = <20060625200316.DEA0DF200A8@#56#.#207#>	-	1
moab MJobTraceBuffer[4096] 0.00	-	1
postfix/cleanup 9E853F200A8 : message-id = <20060708202747.9E853F200A8@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x10470	-	1
postfix/cleanup 9CD5E518184 : message-id = <20060107083449.9CD5E518184@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1ccd7	-	1
kernel MOSAL(1) : file_pgoff = 0xf302	-	1
kernel MOSAL(1) : file_pgoff = 0x2d38e	-	1
kernel MOSAL(1) : file_pgoff = 0x2d5d1	-	2
postfix/cleanup 39EDD518680 : message-id = <20051112004505.39EDD518680@tbird-#206#>	-	1
ib_sm [ib_sm_sweep.c : <*> : Detect switch (LID = <*> port state change	-	58
kernel MOSAL(1) : file_pgoff = 0x2d001	-	1
kernel MOSAL(1) : file_pgoff = 0xdb87	-	1
postfix/cleanup 4F49B518276 : message-id = <20060216172120.4F49B518276@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0xca83	-	1
kernel MOSAL(1) : file_pgoff = 0xf4af	-	3
kernel MOSAL(1) : file_pgoff = 0x16648	-	15
kernel MOSAL(1) : file_pgoff = 0x9a1e	-	2
kernel MOSAL(1) : file_pgoff = 0x2d1bb	-	1
postfix/cleanup DA458F200A9 : message-id = <20060405071902.D6DBEF20126@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x12d11	-	1
network Bringing up loopback interface : succeeded	-	4354
postfix/postfix-script warning : My hostname <*> is not a fully qualified name - set myhostname or mydomain in /etc/postfix/main.cf	-	1
kernel <ffffffff803022b9>{__down+237} <ffffffff80132f56>{default_wake_function+0}	-	3
ib_sm [ib_sm_bringup.c : 551] : GUID = <*> : <*> : ad : <*> : <*> : <*> : <*> : <*> , port = <*> , GUID = <*> : <*> : ad : <*> : <*> : <*> : <*> : <*> , port = <*> ports are already ACTIVE.	-	33402
kernel irqbalance(1809) : dirtied inode <*> (smp_affinity) on proc	-	1
postfix/cleanup A59E9F200C7 : message-id = <20060322130004.A59E9F200C7@#56#.#207#>	-	1
kernel MOSAL(1) : presttx = USER	-	1
postfix/cleanup 79D36518978 : message-id = <20060228173604.79D36518978@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x16f09	-	1
kernel MOSAL(1) : file_pgoff = 0x2d7ca	-	4
postfix/cleanup C8DA2F20132 : message-id = <20060409164002.C8DA2F20132@#56#.#207#>	-	1
postfix/cleanup AF9C2864ABE : message-id = <20060418104245.AF9C2864ABE@#56#.#207#>	-	1
postfix/cleanup DEE34AC4078 : message-id = <20060702223019.DEE34AC4078@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0x13aea	-	1
panfs Mounting PanFS filesystem /scratchp3 : failed	-	5
postfix/cleanup 1E6A9AC408B : message-id = <20060501212714.1E6A9AC408B@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0x16fe8	-	1
logger Kickstart Install : Setup to become a Tbird SQE/Build-Test node	-	1
kernel MOSAL(1) : prev = <*> : dump iobuf at <*> :	-	2
